GPA_S1,Age_group,LAB_AVG,CLIN_AVG,Study_hrs_day,Sleep_hrs,Adequate supervision,Self-motivates,Programme prepares for career,Financial_diff,CA_AVG,Takes rest breaks,Concentration in self-study,Manages time effectively,Persists when difficult,Physical health affected,Lecturers approachable,Self_risk_percep,ATT_RATE,Sleep affects concentration,Peer study groups effective,Seeks help when stuck,EXAM_AVG,Hopeless/unmotivated,Sense of belonging,Gender,Completes readings,Burnt out,Clinical takes study time,Can improve performance,Health interferes studies,Employment_hrs,Takes organised notes,Early intervention provided,Participates in clubs,Confident in clinical skills,Anxious about assessments,Regular exercise,Confident to complete prog,Understands content pre-exam,Uses library regularly,Prepared for clinical assess,Considered break,Sleep difficulty,Reviews notes within 24h,Rotations affect performance,ASSIGN_LATE
2.956187670086985,1,0.9060316170154936,0.7563498191764055,5,1,3,3,1,2,0.7109525744767596,2,3,3,4,2,2,2,0.9039683829845064,2,3,5,0.8515869467926073,3,3,0,3,2,1,3,3,0,4,4,5,3,3,2,1,2,1,4,3,3,4,2,1
2.194913573075403,0,0.7756257617468689,0.8579315789853454,1,1,1,4,3,1,0.79,4,2,2,3,4,2,2,0.79,2,2,2,0.8424506925627503,5,3,0,3,2,3,3,2,0,2,2,2,4,2,3,2,3,3,3,2,1,4,1,1
3.717434210725072,1,0.8210288974004741,0.93324866758767,3,3,1,2,2,0,0.9588441039810308,3,2,2,3,1,1,2,0.6720577948009485,2,2,2,0.894115589601897,4,4,0,1,1,2,2,2,1,2,2,2,5,1,3,2,1,3,1,3,4,1,3,1
2.43,1,0.7991953078749301,0.9330629636397676,4,2,2,3,2,2,0.8988708642426512,2,4,2,2,3,3,2,0.9616093842501399,4,4,3,0.5872614799925113,3,4,0,2,2,2,2,2,0,2,2,3,1,1,2,3,3,3,3,3,1,2,3,2
2.8569191048074556,2,0.8864149344970851,0.5977987554585762,1,2,5,1,3,2,0.6977987554585762,3,2,4,4,1,3,2,0.7318236462870514,3,2,3,0.7964149344970851,2,2,0,2,1,3,3,3,0,2,2,3,2,2,3,3,3,2,2,3,3,3,3,1
2.4550577847692,2,0.8221015823077144,0.7628406329230858,4,0,3,3,3,0,0.7187986712310299,2,3,3,3,2,3,1,0.6707390506153714,3,3,2,0.7114781012307427,3,5,1,3,3,3,4,3,2,3,3,3,4,4,2,3,5,4,3,3,3,4,4,1
3.1203276581082187,1,0.918317200700099,0.716083389148465,4,1,3,3,1,0,0.6908413996499504,1,3,3,4,2,2,2,0.8799032042005942,2,3,5,0.893365598599802,2,3,0,4,2,1,3,3,0,3,3,5,2,4,3,1,1,1,4,1,3,5,3,1
1.8838495555442063,1,0.7529302971275691,0.9083837128590538,2,1,1,3,4,1,0.8239420299598689,4,2,2,3,3,2,3,0.79,2,2,2,0.9161628714094614,5,4,0,2,1,4,3,2,0,3,3,2,4,2,3,1,4,2,2,2,1,3,1,1
2.250869876967437,3,0.9371012068031045,0.6091301230325629,4,2,3,3,1,2,0.8037686701643326,2,1,2,2,4,3,2,0.8576819214759575,1,1,2,0.7652168717209381,3,1,0,2,2,2,2,2,0,2,3,3,3,2,3,2,2,2,3,3,3,3,1,1
2.2329713504544655,1,0.6263857435795754,0.7929713504544657,1,3,2,2,1,3,0.6959427009089312,5,3,2,2,3,2,3,0.6939357094034041,2,3,2,0.7385143247727672,2,4,0,4,2,2,2,2,0,3,2,3,1,3,4,2,2,5,2,4,3,3,4,1
2.370343095802539,0,0.82,0.7485284717413393,4,2,1,1,1,1,0.9486204422575055,2,1,1,1,2,3,1,0.8910116756778292,2,2,2,0.7910116756778293,2,1,0,1,2,2,1,1,0,1,2,1,1,2,1,1,1,1,1,2,2,2,3,2
1.9010300800062225,3,0.8965143908542095,0.8940588617146413,2,1,3,1,1,2,0.8,2,2,2,2,2,2,1,0.7202943085732064,2,2,2,0.7382648777158858,1,2,0,3,2,2,2,3,0,2,2,2,2,3,2,1,2,1,2,3,3,2,2,1
2.245590601496739,1,0.96,0.8270148053981139,1,1,3,3,3,0,0.7611393631210999,3,2,2,3,2,2,1,0.6539346638694694,2,2,3,0.7995252653662084,2,3,1,2,3,3,4,4,1,1,2,3,3,3,2,3,2,3,3,2,1,3,3,1
2.2820752493769496,1,0.9396963049692268,0.9994938416153781,2,3,4,4,2,1,0.8894432257769159,3,4,3,4,2,3,2,0.7905061583846219,4,4,1,0.9586839881999831,2,1,0,2,2,2,3,1,0,4,4,1,3,2,3,4,1,3,1,1,4,3,2,1
1.3401575263813978,1,0.8237696907976747,0.9823111143440751,2,3,4,3,3,2,0.7482424154252496,4,2,1,2,3,1,2,0.9160808051417498,3,2,2,0.7419595974291251,1,4,0,3,5,3,4,1,0,3,3,2,2,1,1,2,2,3,2,3,1,2,1,1
2.4381964158483775,1,0.9725633105316707,0.8067152558076803,3,2,2,2,4,1,0.7274366894683293,3,2,4,1,2,3,3,0.8216961094479807,2,2,1,0.79,4,3,0,3,4,4,3,2,0,2,2,1,2,2,2,3,3,2,1,4,3,2,3,1
2.867347946376526,3,0.8084326638384886,0.7323241920922923,2,3,2,2,1,3,0.7447020084845345,3,2,2,1,5,3,2,0.9384326638384886,3,2,3,0.7323241920922923,4,4,0,2,4,5,2,4,0,2,4,3,2,4,3,1,4,1,3,4,3,3,4,1
2.2493133168277635,3,0.514362711834818,0.690441162214922,5,1,4,5,5,0,0.5183820820835177,4,5,5,5,5,5,1,0.7856861984795839,5,5,4,0.69740193702487,5,5,0,5,4,5,4,5,0,5,5,4,5,5,4,5,5,4,5,4,4,5,5,1
2.0088627340140968,4,0.9284180588240712,0.9077573069053945,5,2,1,2,4,1,0.8520584552431553,2,3,3,4,3,2,3,0.8236403964190839,4,3,1,0.6448538618921119,4,2,0,1,2,4,2,3,0,3,3,1,1,2,4,5,3,3,2,2,1,2,3,1
2.127269246719148,3,0.9643910389326231,0.8609230131234087,3,2,2,2,1,2,0.759705090988655,3,1,1,1,4,3,2,0.6813653766404261,3,1,1,0.7575641557304928,5,1,0,2,4,2,1,2,1,2,2,2,2,3,3,1,2,1,2,4,4,2,2,1
2.632504105746864,1,0.90510036500128,0.839822308374328,2,2,3,2,2,2,0.857295164250576,3,3,4,2,3,2,1,0.787627509125032,2,3,5,0.850177691625672,3,2,1,1,3,2,1,2,0,2,2,5,2,2,4,3,3,2,1,1,1,1,2,2
2.934600301840732,1,0.9232539969815927,0.6607140271656659,4,2,3,4,1,2,0.7323019607607048,2,2,3,3,2,2,2,0.8867460030184073,2,2,4,0.8444440422577025,3,3,0,3,2,1,3,2,0,3,4,4,3,4,3,1,1,1,4,2,3,4,3,1
2.4030964611299357,1,0.9346491405118024,0.7925350859488198,1,1,3,2,2,0,0.6805613751811161,3,3,2,3,3,2,2,0.6102806875905581,2,2,2,0.8677456016417383,2,3,0,2,2,3,3,4,1,2,2,3,2,2,3,2,2,3,2,2,2,2,3,1
1.5157650553902173,1,0.7855477231238621,0.8959853159618886,2,1,1,3,4,4,0.8250367100952786,4,2,2,3,4,2,1,0.79,2,2,2,0.9,4,4,0,3,1,4,3,2,1,3,3,2,4,2,3,2,4,3,2,2,1,3,1,0
3.0019068092593013,3,0.851108722530815,0.7216630837962226,1,3,3,2,2,2,0.7534145751543596,2,2,1,3,3,1,2,0.913569893055524,3,2,4,0.9894456387345925,3,1,0,4,1,2,2,3,0,2,3,3,3,4,2,2,2,2,2,3,4,3,3,1
2.4316219575533067,1,0.7810864529239587,0.903152257846007,2,1,1,2,4,4,0.8345103240009554,4,2,3,2,2,2,1,0.8242387107699657,2,2,1,0.8589135470760412,5,4,0,2,2,4,2,1,0,2,2,1,4,2,3,2,4,3,2,2,1,4,1,2
2.748141246932649,1,0.8336617206670943,0.8230065273675433,2,3,3,1,3,1,0.8093448067004491,1,1,2,3,2,1,1,0.9956830860333548,4,1,2,0.7331691396664528,3,5,0,4,1,3,3,3,2,1,1,2,3,4,5,3,2,3,3,2,3,2,2,1
2.33,1,0.8437710650081341,0.7087349535656184,2,5,3,3,2,1,0.89,4,4,2,2,2,2,1,0.7453162616085953,1,4,1,0.6084307291045283,1,4,1,5,2,2,2,2,0,4,4,1,1,3,3,4,1,5,3,3,4,3,2,1
2.4105359896748304,0,0.8652913678776226,0.922062948183566,3,3,5,3,2,2,0.8608974766730754,2,4,3,4,2,2,1,0.8164568393881133,2,4,1,0.6632284196940567,2,3,0,1,2,2,5,1,0,3,3,1,2,1,4,3,4,2,2,2,2,3,3,1
2.931824284121807,1,0.8961317869086447,0.807567621170924,1,4,4,4,1,0,0.7185641657377208,2,2,1,3,3,1,3,0.9220439289695482,2,2,4,0.7722127339813348,2,1,0,4,2,1,4,4,1,3,3,4,3,3,1,2,2,4,1,1,5,2,3,1
2.0019948216895416,1,0.9456010356620916,0.7429564787488885,2,3,3,1,2,2,0.8290025891552291,2,2,4,1,2,2,2,0.6680409320958824,3,2,4,0.5975601035662091,1,2,0,1,1,2,2,4,0,3,3,4,2,2,2,1,3,1,4,3,2,2,3,1
1.615612162468367,1,0.4821452503613995,0.8846021109504891,2,1,2,3,1,0,0.5051279945970353,2,3,4,3,2,3,2,0.7051279945970352,1,3,3,0.9191903166425734,2,3,0,3,2,1,3,2,0,3,3,3,3,3,4,3,1,1,4,2,3,3,3,1
2.5237962514332817,1,0.980345113766662,0.8331733868066508,3,2,2,2,4,1,0.719654886233338,3,2,4,1,2,3,3,0.7843434539200225,2,2,1,0.79,4,3,0,3,4,4,2,1,0,2,2,1,2,2,3,3,3,2,1,4,3,2,3,1
2.041989329761581,1,0.9553976722411442,0.9127274488283381,3,1,1,2,1,2,0.816193016723433,4,1,1,1,3,2,1,0.7115906889645773,4,1,1,0.7205111545163485,5,1,0,1,3,2,1,2,1,1,2,2,1,3,3,1,1,1,2,4,3,1,3,2
3.352204467217345,1,0.8863950473204927,0.8305747511403011,4,2,2,2,3,1,0.8451618839793704,2,2,3,1,2,3,3,0.8225391114594252,2,2,2,0.9225391114594252,3,2,0,4,3,3,3,1,0,3,3,2,3,1,2,3,4,2,2,3,3,2,4,1
2.2327830081958218,1,0.9148584867791626,0.8146226435750022,1,1,2,3,3,1,0.6707783044687528,3,2,2,3,3,2,2,0.6310377392916703,2,2,2,0.8602594348229176,2,3,0,3,2,3,3,3,1,2,3,2,3,2,3,2,2,3,3,2,1,3,2,1
2.872336535963756,1,0.7608438697936615,0.8441825011373905,2,1,2,2,2,2,0.7049208872068442,4,3,1,2,1,3,2,0.7397890325515846,2,3,3,0.7905274186210384,5,3,0,2,1,2,1,2,0,3,3,3,4,2,4,4,2,3,2,1,1,2,2,2
2.367307116538791,1,0.9165405726911005,0.8265305926968072,3,2,3,1,2,1,0.661154805768682,3,2,3,2,1,2,2,0.7184669123046195,3,2,2,0.7169288346120922,3,2,0,1,1,2,2,4,1,2,2,2,2,2,2,3,3,2,2,3,2,3,3,1
2.707156723651168,1,0.8144762385673204,0.7985035387637728,3,4,1,1,2,0,0.7979180994106431,5,4,3,3,3,1,1,0.7407482306181136,3,4,2,0.8477553081456591,2,3,0,2,4,2,4,4,0,2,2,2,4,3,1,2,2,1,2,4,2,2,2,1
2.751100277431986,3,0.8163329908541369,0.7278097195119217,2,3,2,2,1,1,0.7210010274375894,3,2,2,1,5,3,2,0.9463329908541369,3,2,3,0.7278097195119217,4,4,0,2,4,5,2,4,0,2,4,3,2,4,3,1,4,1,3,4,3,3,4,1
2.196487350096026,3,0.7822038307790796,0.8949793096264645,3,1,4,3,1,2,0.8461639865101462,2,2,2,2,2,2,2,0.834490423052301,2,2,3,0.9555923384418409,3,1,0,2,1,1,4,2,1,3,3,3,4,4,3,3,3,4,1,4,3,4,2,1
2.8403056880378523,1,0.8412308944976342,0.7770394323566653,1,3,3,1,2,2,0.7334995928826887,3,2,1,2,2,1,3,0.8157682912677433,3,2,3,0.8848833313992491,3,1,1,3,1,2,2,4,0,3,3,3,3,4,2,3,2,2,2,3,4,3,3,2
2.677842016784273,1,0.7158358319435489,0.7495136806713709,3,1,2,2,5,1,0.5938905546290326,4,3,4,3,3,4,3,0.9982978823497982,1,3,3,0.9948936470493946,3,2,1,1,3,5,2,1,1,2,2,3,3,4,2,2,1,3,2,1,4,2,4,1
1.9478423224337482,1,0.9255491821405053,0.7418110816371328,3,2,5,3,2,2,0.7645472295907167,3,1,1,2,4,1,2,0.7709055408185664,4,1,1,0.911368073976792,2,4,0,1,4,2,2,2,0,4,4,1,3,2,2,3,3,4,2,3,1,3,2,1
1.9375196891730753,0,0.8139512233541673,0.9876022524415066,2,1,2,2,2,2,0.9645778641185903,2,2,2,2,4,2,2,0.9246866796177886,3,2,2,0.7189643494695508,4,2,0,2,4,3,2,4,0,2,2,2,2,2,2,2,2,2,2,4,4,2,3,1
2.0151294352317803,1,0.7707174548164755,0.8652366867482332,3,1,4,2,2,1,0.8957100602446995,2,2,2,3,2,2,3,0.8780917168705829,2,2,3,0.9797559186799909,3,1,0,2,1,2,4,2,0,4,4,3,3,4,3,4,2,5,2,3,3,3,3,2
2.3795392857700257,1,0.8723035711498707,0.9857178588708021,2,2,2,1,2,2,0.6423035711498707,3,2,1,2,1,2,1,0.6046071422997412,3,2,3,0.6038214268992237,3,2,0,1,1,2,2,3,1,3,3,3,2,2,2,3,2,2,2,2,2,3,3,1
1.755513209741087,1,0.8719189853691371,0.9906350829242494,2,1,2,2,2,2,0.9574321951102243,2,2,1,2,4,2,2,0.9095674536529077,4,2,2,0.7012839024448879,4,2,0,2,4,4,1,4,0,2,2,1,2,2,1,2,2,2,2,4,4,2,4,1
2.270888909821189,1,0.8859111090178812,0.83331428302299,3,1,4,1,1,4,0.8,3,3,1,2,3,2,1,0.6811047610076634,2,2,2,0.8459682599489111,2,3,0,2,2,3,2,3,0,3,2,3,2,1,2,1,2,1,2,2,2,2,3,1
2.1812833300660732,1,0.6549461172892376,0.7326276248099074,2,3,2,2,1,3,0.571391095487598,4,3,1,3,4,2,2,0.6946369849586602,1,2,3,0.7724730586446188,3,3,0,3,2,3,2,2,0,2,2,4,1,3,3,2,3,4,2,4,3,4,3,1
2.1547698919548304,3,0.8564513293671047,0.9928318562587726,1,1,1,3,1,2,0.7978849581153502,2,1,2,4,3,3,2,0.9885309700140361,3,1,2,0.7656283112798267,5,3,1,2,3,1,4,2,0,2,2,2,3,3,3,3,3,2,3,2,1,2,4,1
2.1274797909639362,2,0.7343360607187491,0.7628455244495195,2,1,4,4,4,0,0.575501281574523,4,4,3,4,4,4,1,0.7542276222475971,5,4,4,0.6857723777524029,4,5,1,4,4,4,3,4,2,4,5,5,4,4,3,4,4,4,4,4,4,4,4,1
2.5209968011417905,3,0.611003909715589,0.918996090284411,2,1,3,2,2,2,0.8006669036191266,2,2,2,2,4,4,2,0.8993330963808734,2,2,2,0.8949982228565505,3,2,0,3,3,2,2,3,0,2,2,2,2,3,2,2,2,2,3,3,3,2,1,1
2.7765393915230234,1,0.8849067967924954,0.8903638002291074,5,4,3,5,3,1,0.8863619977089253,2,2,2,3,4,2,1,0.7954570034366121,3,2,1,0.7903638002291075,4,3,1,1,2,3,2,3,1,4,4,1,2,2,2,5,3,4,2,3,3,4,3,1
2.4214699054453264,1,0.78674763613316,0.855902836640208,4,2,5,4,2,1,0.7914699054453265,2,2,2,3,3,2,2,0.9047222693121664,3,2,1,0.829398108906528,3,3,1,1,1,2,2,3,0,4,4,1,2,2,3,4,2,4,2,3,1,3,3,2
2.9637248463210555,1,0.846942887775645,0.8447787562553088,2,2,3,2,2,1,0.6917779556827834,4,3,3,4,2,2,2,0.7941110221586083,2,3,5,0.8804987991412119,3,1,1,2,1,2,1,1,0,1,1,5,1,4,3,3,1,1,3,1,1,1,4,2
2.0055293185805776,1,0.9684470681419423,0.8406824088516535,4,3,1,2,5,1,0.823788272567769,3,2,4,2,3,3,1,0.8439136820042695,4,2,1,0.6731685684343658,4,2,0,2,3,5,2,3,0,2,2,1,1,3,3,3,3,3,2,2,2,2,3,1
2.4553067658421344,1,0.8853410014550571,0.6033976995634829,2,3,1,1,2,2,0.6444658998544943,2,1,1,1,1,2,2,0.73957956700618,2,1,2,0.80873870101854,2,1,0,1,3,2,2,1,2,1,2,2,1,3,1,2,1,2,2,1,3,2,2,2
2.407815459639061,1,0.8780306406187532,0.7763384401031256,3,1,3,3,3,1,0.8380926185046795,2,3,3,2,2,2,3,0.6378154596390606,2,3,2,0.7407075208250044,2,4,0,3,3,3,4,3,2,2,3,2,3,3,2,3,4,4,2,2,2,3,4,1
2.8123724661267286,1,0.8267797098674436,0.7086442021354702,3,1,4,3,2,2,0.8,4,2,1,2,3,2,3,0.7364405802651126,2,2,4,0.7289833317378013,1,2,0,2,3,2,2,2,0,4,3,4,3,1,2,3,2,3,2,3,2,1,4,1
3.0228475076412438,1,0.899775772757497,0.7132959621262495,2,4,3,3,2,2,0.7275037222591629,3,2,3,3,4,3,2,0.7481764039866721,2,2,3,0.9069282651162536,2,2,1,3,3,2,5,1,0,2,2,3,3,2,5,3,3,1,3,3,4,1,1,2
2.4357605826143955,0,0.9168077387080391,0.6919153567751766,1,2,1,3,2,1,0.6963845225839218,4,3,1,2,1,3,2,0.7057460703255297,4,3,2,0.8772309548321562,5,2,0,3,1,2,2,3,1,2,2,2,4,2,4,4,2,3,2,1,2,3,2,1
2.8088089390024917,3,0.8666501308694908,0.8331265552684941,2,4,2,1,2,2,0.6630397020332504,2,2,1,3,3,1,2,0.8957692369692416,1,2,3,0.838808939002492,3,2,0,1,2,2,3,2,1,1,3,3,1,3,2,2,2,1,2,3,4,3,2,2
2.8658920478883827,1,0.9200957180937445,0.8289816489731905,3,0,2,2,3,1,0.7798085638125111,3,4,2,3,3,3,2,0.7954134574196603,2,4,3,0.8329938829910635,3,4,0,1,3,3,5,3,1,2,2,3,1,3,4,3,1,3,4,3,2,2,2,1
2.738496458301493,3,0.8938870597508307,0.8618188168064771,4,4,3,4,2,1,0.8831976454360462,3,2,2,2,4,2,2,0.7987458844393692,2,2,2,0.7861129402491693,4,2,1,2,2,2,2,2,1,4,4,2,2,2,2,4,3,3,2,3,3,4,3,1
1.882447326121307,3,0.888499277330083,0.8438989882621163,4,2,1,1,1,0,0.923001445339834,4,1,1,1,4,4,1,0.8253015898738174,4,1,1,0.841451662140809,5,1,0,1,4,1,1,3,1,1,1,1,1,4,2,1,1,1,1,4,4,1,1,0
2.3129838449687212,4,0.702188152977062,0.7722876144760195,2,2,3,2,3,1,0.8900994614989574,1,2,4,2,2,1,1,0.7029838449687209,4,2,2,0.9078118470229379,3,4,0,4,2,3,3,1,0,2,2,2,2,5,5,3,3,3,1,2,2,3,3,2
2.4159495908580855,1,0.8498058810665566,0.6515949590858086,2,2,1,2,2,0,0.89,1,2,3,3,3,1,2,0.7773924386287129,4,2,2,0.8138142825902092,1,5,0,4,1,2,1,4,0,2,2,2,4,3,2,2,3,3,1,3,4,4,3,1
2.659684400814516,1,0.9229327443781978,0.7911507730036152,1,5,1,2,2,0,0.8366496687127363,2,1,3,3,1,1,2,0.9792668139054506,2,1,3,0.8067006625745274,3,1,1,2,2,2,3,1,1,1,1,3,4,3,1,3,3,3,2,2,2,2,3,1
3.5321909542955354,1,0.8334889620879249,0.7667008836663116,4,2,2,2,2,2,0.9165110379120751,2,2,3,1,2,3,2,0.8975474614385591,2,2,2,0.9693432679819889,3,1,0,4,2,2,3,2,0,3,4,3,3,2,2,2,3,2,3,3,3,2,3,1
2.327400159383907,1,0.878153723550841,0.6259231382245796,4,2,3,3,2,2,0.8355538829347477,3,2,2,2,4,3,2,0.8851846276449159,2,2,2,0.7629615691122897,3,2,0,3,2,2,2,2,1,2,4,4,3,2,2,1,3,2,2,3,2,4,1,1
2.2412544817156466,1,0.9757612592796214,0.7021193703601892,2,5,1,3,2,1,0.8709104722298581,2,1,4,3,1,1,2,0.9721193703601892,2,1,2,0.710910472229858,2,1,1,2,2,2,2,2,0,1,1,2,4,3,1,3,3,3,1,2,2,2,2,1
2.4229751591601287,1,0.8243789790032227,0.8107452251961328,4,2,5,4,2,1,0.792975159160129,2,2,2,3,3,2,2,0.8685961801569062,3,2,1,0.8595031832025781,3,3,1,1,1,2,2,3,0,4,4,1,2,2,3,4,2,4,2,3,1,3,3,0
1.811718142634472,1,0.8720254424390123,0.9295440266341731,2,3,3,2,3,2,0.6970626108293339,3,1,2,1,3,2,3,0.7412407079024196,1,1,2,0.8796712388292344,4,1,0,4,2,3,5,2,0,4,4,2,3,3,1,2,2,4,2,2,2,3,3,1
2.2185244856545285,0,0.8522951028690943,0.7911028581970291,4,2,1,1,1,2,0.905961223360326,2,1,1,1,2,2,1,0.8342175495897463,2,2,2,0.7694485709014854,2,1,0,1,2,2,1,1,0,1,2,1,1,2,1,1,1,1,1,3,3,2,3,2
2.9228766613425785,1,0.9433105617669919,0.8599658426504879,1,3,3,2,2,2,0.6809702728973636,2,2,1,3,3,1,3,0.9728425039930663,1,2,4,0.9433447191165041,3,1,1,2,1,2,2,3,0,2,3,3,1,3,2,2,2,1,2,3,4,3,3,2
2.819618143148669,1,0.8313931963192491,0.7379773210641638,1,5,3,3,2,1,0.6584829907981229,3,3,3,4,3,3,2,0.89,3,3,2,0.9430340184037542,2,2,0,3,2,2,5,1,0,3,3,2,2,1,5,4,4,1,2,3,4,1,1,1
1.8393049376993929,3,0.9273414463716021,0.8514509723882301,2,2,3,1,1,4,0.8119634913277907,1,2,2,2,2,1,2,0.7,2,2,2,0.7519026435407751,1,3,0,3,2,2,1,3,0,2,3,2,2,3,2,1,3,1,1,2,3,2,2,2
2.33,1,0.8457073547158119,0.7073518894887056,2,5,3,3,2,0,0.89,4,4,2,2,2,2,3,0.7456620276278235,1,4,1,0.6078083502699175,1,4,0,5,2,2,2,2,0,4,4,1,1,3,3,4,1,5,3,3,4,3,2,1
2.231238319373516,2,0.6434027196582813,0.7157939679202656,3,0,4,5,4,0,0.3302268479772188,4,5,3,5,4,5,0,0.7095463040455624,5,4,4,0.7157939679202656,4,5,0,5,5,5,4,4,2,5,5,5,5,5,3,5,5,4,5,4,4,5,4,1
2.58568233260924,2,0.924893859371896,0.744863533478152,2,0,2,2,3,1,0.7403032589374399,3,3,2,2,3,3,2,0.7404548884061599,2,3,3,0.819909022318768,2,4,0,1,3,3,4,3,2,2,3,3,1,3,4,3,2,3,3,3,3,3,2,1
3.4816473469741496,4,0.8620170482103322,0.8254544572693681,1,2,1,1,4,1,0.9220170482103323,4,2,5,1,1,2,3,0.9121875303136547,3,2,1,0.7638636143173421,4,3,0,1,3,4,2,1,0,2,2,1,3,2,2,3,3,2,1,2,1,5,2,2
1.8780317409155667,2,0.5680100993822257,0.9040014427688894,2,1,2,3,2,2,0.6610165918422279,3,2,4,2,2,2,2,0.7700072138444469,1,2,2,0.9129992786155553,2,3,0,2,1,2,2,2,0,3,3,2,3,3,4,4,2,2,4,2,4,3,2,2
1.9783053781569464,2,0.6130558989163024,0.8333737066789636,2,0,1,3,2,2,0.5834492743678431,2,3,3,3,2,4,2,0.7,1,3,3,0.9110590063177312,1,2,0,3,2,2,3,2,0,3,3,3,3,3,3,4,2,2,3,2,3,3,2,1
2.1004823250327003,1,0.7967573195015019,0.8536634135548881,3,1,4,2,2,2,0.8609902406646643,2,2,2,3,2,2,3,0.8491585338872202,2,2,3,0.9305695076082743,3,1,0,2,1,2,4,2,0,4,4,3,3,4,3,4,2,5,2,3,3,3,3,2
2.4145056089084447,3,0.8753992521455407,0.7967001602545271,3,1,3,1,1,2,0.8164991987273651,4,3,1,2,3,1,1,0.6941988248001354,2,2,1,0.916700160254527,3,2,0,1,2,3,1,3,0,3,2,4,1,1,3,1,1,1,2,2,2,1,4,2
1.6716548178311434,3,0.9163403390203925,0.9337995156851536,2,3,3,1,1,2,0.8121212592186007,4,1,2,3,2,2,2,0.7588811623556314,3,1,2,0.497319321959215,4,2,1,1,2,1,3,2,0,3,3,2,2,2,3,3,2,2,1,2,2,2,4,1
2.33,1,0.6951632267391843,0.8148834094720112,1,5,2,3,1,4,0.89,4,4,3,2,1,2,3,0.7187791476319971,2,4,1,0.656197534262405,1,4,0,5,2,1,2,2,0,4,4,1,1,3,4,3,1,5,3,3,4,2,3,1
1.6395466354822432,1,0.4916158461633998,0.8787221672190957,2,1,2,3,2,2,0.5366529565379389,2,3,4,2,2,3,2,0.7,1,3,2,0.9190601806015913,2,3,0,3,2,2,3,1,0,3,3,2,2,3,5,4,2,2,3,2,3,3,3,2
2.5059095746206888,4,0.873737588720306,0.86699556757088,4,1,3,2,3,1,0.9173484042298853,1,2,4,2,2,1,1,0.8033847520613009,2,2,2,0.69,3,5,0,3,2,3,3,3,1,2,2,2,3,4,3,3,3,4,2,3,2,3,4,2
2.8805911721497592,1,0.9214376909518697,0.8478434635721954,1,4,3,4,1,0,0.6978434635721954,2,3,2,4,3,2,3,0.9177796269091077,2,3,4,0.6957507638074787,2,2,0,3,3,1,4,4,2,2,3,4,3,3,1,2,2,4,1,1,4,2,3,1
2.029679405439738,1,0.9660320594560262,0.8261923567361572,4,3,1,2,5,1,0.8141282378241048,3,2,4,2,3,3,3,0.8551837225385445,4,2,1,0.6884636234451674,4,2,0,2,3,5,2,3,0,2,2,1,1,3,3,3,3,3,2,2,2,2,3,1
1.7059818276318346,3,0.9371322317353789,0.7488380171236819,2,0,2,3,2,2,0.7589123949760301,3,2,3,3,3,3,2,0.7180595022818785,1,2,3,0.9003090901821665,2,2,0,2,3,2,3,3,2,1,3,2,2,3,3,2,2,4,3,2,2,3,2,1
2.50982633705306,1,0.9457308250425657,0.79,2,1,3,2,3,1,0.6614037624361515,4,3,2,4,1,3,3,0.6613458747871716,2,3,3,0.714442837904374,2,3,0,2,3,3,4,2,0,3,3,3,3,4,1,4,2,4,3,2,2,3,3,2
2.3009166739430986,2,0.9422750021829297,0.677741680491888,2,1,3,3,2,1,0.7463499869024219,3,2,3,2,3,3,2,0.761341645565013,2,2,2,0.790916673943099,2,2,0,3,2,2,3,2,1,2,3,3,3,2,3,2,2,2,3,2,2,3,1,1
2.180980089978058,3,0.9877999000243802,0.6973200599853718,3,1,3,2,1,2,0.664270034991467,2,1,2,2,4,3,2,0.6673200599853719,1,1,2,0.9,4,1,0,2,4,2,2,2,0,2,2,2,2,3,4,2,2,3,3,4,4,2,1,1
3.226386630125707,1,0.9214939275499686,0.6937348188749214,4,1,3,3,1,0,0.6881325905625393,2,3,3,4,2,2,2,0.8787955433752357,2,3,4,0.8885060724500314,2,3,0,3,2,1,4,3,0,3,3,4,3,4,3,1,1,1,4,2,2,4,3,1
2.2237058934746647,4,0.9358080448527726,0.7016160897055452,2,2,2,3,5,1,0.7819318990812615,4,2,4,1,2,3,3,0.942417960753824,3,2,1,0.7740340504593692,3,2,0,2,4,5,3,3,0,2,2,1,3,4,1,2,3,2,2,4,3,3,2,2
2.082133448987884,3,0.8111370883342832,0.9044076256564505,2,1,3,1,1,2,0.8,2,2,2,2,2,2,1,0.7720381282822526,2,2,2,0.7848343154540273,2,2,0,3,2,2,2,3,0,2,2,2,2,3,2,1,2,1,2,3,3,2,2,1
2.0198832819585366,3,0.5281181537955655,0.688894235885632,4,1,4,5,4,2,0.3225412102530377,4,5,4,5,4,5,1,0.7249175794939245,5,4,4,0.688894235885632,4,5,0,5,5,5,4,4,0,5,5,5,5,5,4,5,5,4,5,4,4,5,4,1
2.08046379925042,0,0.9617794608043844,0.7091102695978078,2,5,1,3,2,1,0.8656672978016441,2,1,4,3,1,1,2,0.9791102695978078,2,1,2,0.7056672978016441,2,1,1,2,2,2,2,2,0,1,1,2,4,3,1,3,3,3,1,2,2,2,2,1
